ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
470002800,435100,50445081,1202,CUTLER LN,,LOT 8 WILDER DRIVE,0
440028130,511200,50445082,1412,RUGBY AVE,,LOT 13 BK A SOUTHERN PINES,9278.28
470002500,564400,50445083,607,WILDER DR,,LOT 5 WILDER DRIVE,0
47A014000,393800,50445084,1013,GLENDALE RD,,LOT 12 BK B IDLEWOOD,0
470056120,485000,50445085,1000,FERN CT,,LOT 12 ASHBY PLACE,0
47A007000,385500,50445086,1016,GLENDALE RD,,LOT 5 BK B IDLEWOOD,0
440028140,433900,50445087,1408,RUGBY AVE,,LOT 14 BK A SOUTHERN PINES,8886.24
470056300,549600,50445088,608,WILDER DR,,LOT 3 ASHBY PLACE,0
440028280,531600,50445089,1449,WESTWOOD RD,,LOT 28 BK A SOUTHERN PINES,12719.52
47A017000,401000,50445090,701,DELL LN,,LOT 15 BK B IDLEWOOD,0
440028270,412700,50445091,1447,WESTWOOD RD,,LOT 27 BK A SOUTHERN PINES,13808.52
440027000,453500,50445092,1404,WESTWOOD RD,,LOT 19 BK B SOUTHERN PINES,8450.64
470056900,464400,50445093,1005,FERN CT,,LOT 9 ASHBY PLACE,0
440028260,338200,50445094,1443,WESTWOOD RD,,LOT 26 BK A SOUTHERN PINES,11804.76
440028250,364100,50445095,1441,WESTWOOD RD,,LOT 25 BK A SOUTHERN PINES,11412.72
47A042000,405800,50445096,1015,COTTONWOOD RD,,LOT 4 BK D IDLEWOOD,0
470002101,438900,50445097,1200,CUTLER LN,,LOT 10 WILDER DRIVE,0
440028240,760900,50445098,1439,WESTWOOD RD,,LOT 24 BK A SOUTHERN PINES,11020.68
440028230,388800,50445099,1435,WESTWOOD RD,,LOT 23 BK A SOUTHERN PINES,10628.64
47A016000,442400,50445100,703,DELL LN,,LOT 14 BK B IDLEWOOD,0
440028220,1123700,50445101,1433,WESTWOOD RD,,LOT 22 BK A SOUTHERN PINES,10236.6
440028210,417900,50445102,1431,WESTWOOD RD,,LOT 21 BK A SOUTHERN PINES,9844.56
470002700,385100,50445103,605,WILDER DR,,LOT 7 WILDER DRIVE,0
440028201,377900,50445104,1429,WESTWOOD RD,,LOT 20 BK A SOUTHERN PINES,9452.52
47A006000,373000,50445105,1014,GLENDALE RD,,LOT 4 BK B IDLEWOOD,0
450008000,273100,50445106,1021,BIRDWOOD RD,,LOT 1 BK A COLONIAL HEIGHTS,0
440028190,423200,50445107,1425,WESTWOOD RD,,LOT 19 BK A SOUTHERN PINES,8886.24
47A015000,427300,50445108,705,DELL LN,,LOT 13 BK B IDLEWOOD,0
470056150,478400,50445109,1014,ASHBY PL,,LOT 15 ASHBY PLACE,0
440028180,409000,50445110,1421,WESTWOOD RD,,LOT 18 BK A SOUTHERN PINES,58806
480002600,375400,50445111,1021,HOLMES AVE,,LOT 11 BK 4 ALBEMARLE HOMES,0
440028000,384500,50445112,1406,WESTWOOD RD,,LOT 18 BK B SOUTHERN PINES,8145.72
440028170,414800,50445113,1417,WESTWOOD RD,,LOT 17&PT 16 SOUTHERN PINES,7187.4
440028160,455700,50445114,1415,WESTWOOD RD,,PT LOT 16 BK A SOUTHERN PINES,7187.4
47A043000,511400,50445115,1013,COTTONWOOD RD,,LOT 5 BK D IDLEWOOD,0
440028150,423400,50445116,1413,WESTWOOD RD,,LOT 15 BK A SOUTHERN PINES,8145.72
480002500,372000,50445117,1019,HOLMES AVE,,LOT 10 BK 4 ALBEMARLE HOMES,0
470002900,461000,50445118,603,WILDER DR,,LOT 9 WILDER DRIVE,0
470001100,374500,50445119,1125,PARK ST,,LOT 1 WILDER DRIVE,0
47A005000,385600,50445120,1012,GLENDALE RD,,LOT 3 BK B IDLEWOOD,0
440028450,404800,50445121,1408,WESTWOOD RD,,LOT 17 BK B SOUTHERN PINES,6882.48
470056800,528300,50445122,1003,FERN CT,,LOT 8 & PAR Y ASHBY PLACE,0
450009000,312500,50445123,1017,BIRDWOOD RD,,LOT 2 BK A COLONIAL HEIGHTS,0
470002110,403000,50445124,601,WILDER DR,,LOT 11 WILDER DRIVE,0
480002400,387000,50445125,1017,HOLMES AVE,,LOT 9 BK 4 ALBEMARLE HOMES,0
47A044000,432000,50445126,1011,COTTONWOOD RD,,LOT 6 BK D IDLEWOOD,0
470053000,579300,50445127,602,WILDER DR,,LOT X BK 6 ALBEMARLE HOMES,0
470056160,461000,50445128,1012,ASHBY PL,,LOT 16 ASHBY PLACE,0
470056700,412000,50445129,1001,FERN CT,,LOT 7 ASHBY PLACE,0
470056600,509600,50445130,1007,ASHBY PL,,LOT 6 ASHBY PLACE,0
440028440,376300,50445131,1410,WESTWOOD RD,,LOT 16 BK B SOUTHERN PINES,6272.64
47A001000,451500,50445132,700,DELL LN,,LOT 1 BK A IDLEWOOD,0
480002300,392200,50445133,1015,HOLMES AVE,,LOT 8 BK 4 ALBEMARLE HOMES,0
470004000,563800,50445134,1117,PARK ST,,1.090 ACRE,0
450010000,423800,50445135,1015,BIRDWOOD RD,,LOT 3 BK A COLONIAL HEIGHTS,0
440029100,433900,50445136,1450,WESTWOOD RD,,LOT B WESTWOOD,8494.2
47A004000,426300,50445137,1010,GLENDALE RD,,LOT 2 BK B IDLEWOOD,0
470054400,401800,50445138,1009,COTTONWOOD RD,,LOT 5 BK 6 ALBEMARLE HOMES,0
470056170,497800,50445139,1010,ASHBY PL,,LOT 17 ASHBY PLACE,0
440028290,762700,50445140,1448,WESTWOOD RD,,LOT 1 BK B SOUTHERN PINES,10628.64
440028301,470100,50445141,1442,WESTWOOD RD,,LOT 2 BK B SOUTHERN PINES,9234.72
440028310,458800,50445142,1440,WESTWOOD RD,,LOT 3 BK B SOUTHERN PINES,9016.92
47A002000,443600,50445143,702,DELL LN,,LOT 2 BK A IDLEWOOD,0
470052200,320000,50445144,611,NORTH AVE,,LOT 3 BK A NORTHVIEW,0
440028320,516200,50445145,1438,WESTWOOD RD,,LOT 4 BK B SOUTHERN PINES,8755.56
440028330,385500,50445146,1434,WESTWOOD RD,,LOT 5 BK B SOUTHERN PINES,8537.76
440028340,273900,50445147,1432,WESTWOOD RD,,LOT 6 BK B SOUTHERN PINES,0
440028350,434400,50445148,1430,WESTWOOD RD,,LOT 7 BK B SOUTHERN PINES,8102.16
470003000,358600,50445149,1121,PARK ST,,LOT,0
440028360,417600,50445150,1428,WESTWOOD RD,,LOT 8 BK B SOUTHERN PINES,7927.92
440028370,463100,50445151,1426,WESTWOOD RD,,LOT 9 BK B SOUTHERN PINES,7710.12
440028380,392800,50445152,1424,WESTWOOD RD,,LOT 10 BK B SOUTHERN PINES,7840.8
480002200,384200,50445153,1013,HOLMES AVE,,LOT 7 BK 4 ALBEMARLE HOMES,0
470052500,453000,50445154,1005,ASHBY PL,,LOT 6 BK A NORTHVIEW,0
470052000,462800,50445155,600,WILDER DR,,LOT 1 BK A NORTHVIEW,0
450011000,387600,50445156,1011,BIRDWOOD RD,,LOT 4 BK A COLONIAL HEIGHTS,0
470056180,524100,50445157,1008,ASHBY PL,,LOT 18 ASHBY PLACE,0
440029000,340300,50445158,1174,ROSE HILL DR,,LOT A WESTWOOD,6098.4
47A003000,383200,50445159,1008,GLENDALE RD,,LOT 1 BK B IDLEWOOD,0
480002100,374300,50445160,1011,HOLMES AVE,,LOT 6 BK 4 ALBEMARLE HOMES,0
470054300,393400,50445161,1007,COTTONWOOD RD,,LOT 4 BK 6 ALBEMARLE HOMES,0
470052100,393500,50445162,609,NORTH AVE,,LOT 2 BK A NORTHVIEW,0
470055400,422700,50445163,1008,COTTONWOOD RD,,LOT 5 BK 5 ALBEMARLE HOMES,0
450012000,350700,50445164,1009,BIRDWOOD RD,,LOT 5 BK A COLONIAL HEIGHTS,0
470051100,439400,50445165,1126,PARK ST,,LOT 21 BK 3 ALBEMARLE HOMES,0
470052300,523000,50445166,613,NORTH AVE,,LOT 4 BK A NORTHVIEW,0
470052800,401200,50445167,1006,ASHBY PL,,LOT 3 BK B NORTHVIEW,0
480002000,356600,50445168,1009,HOLMES AVE,,LOT 5 BK 4 ALBEMARLE HOMES,0
470052400,422000,50445169,615,NORTH AVE,,LOT 5 BK A NORTHVIEW,0
480001300,433400,50445170,1006,GLENDALE RD,,LOT 19 BK 4 ALBEMARLE HOMES,0
470054200,381100,50445171,1005,COTTONWOOD RD,,LOT 3 BK 6 ALBEMARLE HOMES,0
440031210,398600,50445172,142,WESTWOOD CIR,,LOT 21 RUGBY HEIGHTS,5096.52
440031201,373800,50445173,140,WESTWOOD CIR,,LOT 20 RUGBY HEIGHTS,3746.16
440031190,346900,50445174,138,WESTWOOD CIR,,LOT 19 RUGBY HEIGHTS,3746.16
440031180,427300,50445175,136,WESTWOOD CIR,,LOT 18 RUGBY HEIGHTS,4965.84
470055300,436200,50445176,1006,COTTONWOOD RD,,LOT 4 BK 5 ALBEMARLE HOMES,0
450013000,584700,50445177,1005,BIRDWOOD RD,,LOT 6 BK A COLONIAL HEIGHTS,0
470051200,381700,50445178,606,NORTH AVE,,LOT 19 BK 3 ALBEMARLE HOMES,0
440031170,374100,50445179,134,WESTWOOD CIR,,LOT 17 RUGBY HEIGHTS,5140.08
470051000,441100,50445180,1122,PARK ST,,LOT 20 BK 3 ALBEMARLE HOMES,0
470007000,3703000,50445181,1105,PARK ST,,LOT 3.547 ACRES,0
470052600,426800,50445182,617,NORTH AVE,,LOT 1& PAR X BK B NORTHVIEW,0
480003000,379500,50445183,1007,HOLMES AVE,,LOT 4 BK 4 ALBEMARLE HOMES,0
470051300,411600,50445184,608,NORTH AVE,,LOT 18 BK 3 ALBEMARLE HOMES,0
480001200,409200,50445185,1004,GLENDALE RD,,LOT 18 BK 4 ALBEMARLE HOMES,0
470052700,412600,50445186,619,NORTH AVE,,LOT 2 BK B NORTHVIEW,0
440031160,421800,50445187,132,WESTWOOD CIR,,LOT 16 RUGBY HEIGHTS,5052.96
470051400,410300,50445188,610,NORTH AVE,,LOT 17 BK 3 ALBEMARLE HOMES,0
470054100,391500,50445189,621,NORTH AVE,,LOT 2 BK 6 ALBEMARLE HOMES,0
450014000,301800,50445190,1003,BIRDWOOD RD,,LOT 7 BK A COLONIAL HEIGHTS,0
470055200,418000,50445191,1004,COTTONWOOD RD,,LOT 3 BK 5 ALBEMARLE HOMES,0
480004000,401500,50445192,1005,HOLMES AVE,,LOT 3 BK 4 ALBEMARLE HOMES,0
450005000,50000,50445193,855,HILLCREST RD,,LOT 1 BK C COLONIAL HEIGHTS,0
470006000,476200,50445194,1109,PARK ST,,LOT,0
440031100,395200,50445195,100,WESTWOOD CIR,,LOT 1 RUGBY HEIGHTS,5270.76
470054000,381700,50445196,623,NORTH AVE,,LOT 1 BK 6 ALBEMARLE HOMES,0
470051500,457500,50445197,612,NORTH AVE,,LOT 16 BK 3 ALBEMARLE HOMES,0
440031220,459800,50445198,101,WESTWOOD CIR,,LOT 22 RUGBY HEIGHTS,4965.84
440031310,435600,50445199,119,WESTWOOD CIR,,LOT 31 RUGBY HEIGHTS,4443.12
480001100,427900,50445200,1002,GLENDALE RD,,LOT 17 BK 4 ALBEMARLE HOMES,0
470051600,421800,50445201,614,NORTH AVE,,LOT 15 BK 3 ALBEMARLE HOMES,0
480005000,417800,50445202,1003,HOLMES AVE,,LOT 2 BK 4 ALBEMARLE HOMES,0
450015000,368500,50445203,1001,BIRDWOOD RD,,LOT 8 BK A COLONIAL HEIGHTS,0
440031150,458600,50445204,130,WESTWOOD CIR,,LOT 15 RUGBY HEIGHTS,0
470055100,372200,50445205,1002,COTTONWOOD RD,,LOT 2 BK 5 ALBEMARLE HOMES,0
470051700,387200,50445206,616,NORTH AVE,,LOT 14 BK 3 ALBEMARLE HOMES,0
440031200,393300,50445207,102,WESTWOOD CIR,,LOT 2 RUGBY HEIGHTS,0
480001000,399900,50445208,701,NORTH AVE,,LOT 16 BK 4 ALBEMARLE HOMES,0
440031230,456800,50445209,103,WESTWOOD CIR,,LOT 23 RUGBY HEIGHTS,3528.36
470051800,472800,50445210,618,NORTH AVE,,LOT 13 BK 3 ALBEMARLE HOMES,0
440031301,390900,50445211,117,WESTWOOD CIR,,LOT 30 & PAR X RUGBY HGTS,4051.08
480006000,401400,50445212,1001,HOLMES AVE,,LOT 1 BK 4 ALBEMARLE HOMES,0
470050100,1939100,50445213,0,PARK ST,,6.518 ACRES,283924.08
440031140,439500,50445214,128,WESTWOOD CIR,,LOT 14 RUGBY HEIGHTS,3963.96
450016240,320100,50445215,101,BIRDWOOD CT,,LOT 24 BIRDWOOD COURT,0
470055000,475300,50445216,1000,COTTONWOOD RD,,LOT 1 BK 5 ALBEMARLE HOMES,0
470051900,419100,50445217,620,NORTH AVE,,LOT 12 BK 3 ALBEMARLE HOMES,0
440031300,394300,50445218,104,WESTWOOD CIR,,LOT 3 RUGBY HEIGHTS,35501.4
470007100,3800200,50445219,1025,PARK ST,,7.597 ACRES ROCK HILL,0
450016230,327300,50445220,103,BIRDWOOD CT,,LOT 23 BIRDWOOD COURT,0
440031240,449300,50445221,105,WESTWOOD CIR,,LOT 24 RUGBY HEIGHTS,3963.96
440031290,384400,50445222,115,WESTWOOD CIR,,LOT 29 RUGBY HEIGHTS,3441.24
470051101,427300,50445223,622,NORTH AVE,,LOT 11 BK 3 ALBEMARLE HOMES,0
450016220,315800,50445224,105,BIRDWOOD CT,,LOT 22 BIRDWOOD COURT,0
440031400,373000,50445225,106,WESTWOOD CIR,,LOT 4 RUGBY HEIGHTS,3789.72
470051110,407200,50445226,624,NORTH AVE,,LOT 10 BK 3 ALBEMARLE HOMES,0
440031250,426700,50445227,107,WESTWOOD CIR,,LOT 25 RUGBY HEIGHTS,3528.36
470049000,577100,50445228,1108,PARK ST,,LOT B,0
440031280,392000,50445229,113,WESTWOOD CIR,,LOT 28 RUGBY HEIGHTS,3920.4
450016210,320300,50445230,107,BIRDWOOD CT,,LOT 21 BIRDWOOD COURT,0
470051120,387500,50445231,626,NORTH AVE,,LOT 9 BK 3 ALBEMARLE HOMES,0
450016310,0,50445232,100,BIRDWOOD CT,,TOT LOT-BIRDWOOD,0
440031500,441000,50445233,108,WESTWOOD CIR,,LOT 5 RUGBY HEIGHTS,3876.84
440031130,427200,50445234,124,WESTWOOD CIR,,LOT 13 RUGBY HEIGHTS,4399.56
440031260,530700,50445235,109,WESTWOOD CIR,,LOT 26 RUGBY HEIGHTS,5445
470051130,338200,50445236,628,NORTH AVE,,LOT 8 BK 3 ALBEMARLE HOMES,0
440031270,394700,50445237,111,WESTWOOD CIR,,LOT 27 RUGBY HEIGHTS,4704.48
480009000,412700,50445238,810,NORTH AVE,,LOT 4A BK 3 ALBEMARLE HOMES,0
480007000,447700,50445239,812,NORTH AVE,,LOT 5A BK 3 ALBEMARLE HOMES,0
450016201,297600,50445240,109,BIRDWOOD CT,,LOT 20 BIRDWOOD COURT,0
470051150,449400,50445241,700,NORTH AVE,,LOT 6 BK 3 ALBEMARLE HOMES,0
480010000,421300,50445242,808,NORTH AVE,,LOT 3 BK 3 ALBEMARLE HOMES,0
470051140,445500,50445243,630,NORTH AVE,,LOT 7 BK 3 ALBEMARLE HOMES,0
440031600,375300,50445244,110,WESTWOOD CIR,,LOT 6 RUGBY HEIGHTS,4573.8
450016190,277700,50445245,111,BIRDWOOD CT,,LOT 19 BIRDWOOD COURT,0
470008000,1284200,50445246,1021,PARK ST,,LOT,0
440031120,449900,50445247,122,WESTWOOD CIR,,LOT 12 RUGBY HEIGHTS,0
450016250,339200,50445248,108,BIRDWOOD CT,,LOT 25 BIRDWOOD COURT,0
480076000,1058000,50445249,1001,SHERIDAN AVE,,5.290 ACRES & PARCEL Z,0
440031700,422900,50445250,112,WESTWOOD CIR,,LOT 7 RUGBY HEIGHTS,4486.68
450016180,335500,50445251,113,BIRDWOOD CT,,LOT 18 BIRDWOOD COURT,0
470047000,684100,50445252,1106,PARK ST,,PARCEL A,0
450016100,361000,50445253,147,BIRDWOOD CT,,LOT 1 BIRDWOOD COURT,0
440031110,420100,50445254,120,WESTWOOD CIR,,LOT 11 RUGBY HEIGHTS,4835.16
450016260,322100,50445255,110,BIRDWOOD CT,,LOT 26 BIRDWOOD COURT,0
450024000,357300,50445256,807,HILLCREST RD,,LOT 6 BK C COLONIAL HEIGHTS,0
440031800,460400,50445257,114,WESTWOOD CIR,,LOT 8 RUGBY HEIGHTS,4486.68
440031101,446400,50445258,118,WESTWOOD CIR,,LOT 10 RUGBY HEIGHTS,5009.4
440031900,463100,50445259,116,WESTWOOD CIR,,LOT 9 RUGBY HEIGHTS,4051.08
450016301,309000,50445260,142,BIRDWOOD CT,,LOT 30 BIRDWOOD COURT,0
450016200,368000,50445261,145,BIRDWOOD CT,,LOT 2 BIRDWOOD COURT,0
450016170,316500,50445262,115,BIRDWOOD CT,,LOT 17 BIRDWOOD COURT,0
450017100,297000,50445263,1210,EDGE HILL RD,,LOT 5 BK D COLONIAL HEIGHTS,0
450016270,313900,50445264,124,BIRDWOOD CT,,LOT 27 BIRDWOOD COURT,0
450016280,296100,50445265,126,BIRDWOOD CT,,LOT 28 BIRDWOOD COURT,0
450016290,315900,50445266,140,BIRDWOOD CT,,LOT 29 BIRDWOOD COURT,0
450023000,364200,50445267,805,HILLCREST RD,,LOT 7 BK C COLONIAL HEIGHTS,0
450016160,308800,50445268,117,BIRDWOOD CT,,LOT 16 BIRDWOOD COURT,0
450016300,325400,50445269,143,BIRDWOOD CT,,LOT 3 BIRDWOOD COURT,0
450017200,322300,50445270,1208,EDGE HILL RD,,"LOTS 6A&6B,PAR X&Y BK D COL HG",0
450016150,301300,50445271,119,BIRDWOOD CT,,LOT 15 BIRDWOOD COURT,0
450016400,328700,50445272,141,BIRDWOOD CT,,LOT 4 BIRDWOOD COURT,0
470048700,876200,50445273,930,MARSHALL ST,,LOT 7 PARKSIDE,0
470046000,463300,50445274,1100,PARK ST,,LOT,0
470047100,433900,50445275,605,DAVIS AVE,,LOT 1 BK B SEC 2 MAPLE HILL,0
470011000,425800,50445276,1023,PARK ST,,LOT 1,0
450022100,351800,50445277,803,HILLCREST RD,,LOT 8 BK C COLONIAL HEIGHTS,0
450016500,296200,50445278,139,BIRDWOOD CT,,LOT 5 BIRDWOOD COURT,0
450016140,302300,50445279,121,BIRDWOOD CT,,LOT 14 BIRDWOOD COURT,0
450018000,317400,50445280,1204,EDGE HILL RD,,PT LOT 7 BK D COLONIAL HEIGHTS,0
470048800,775300,50445281,928,MARSHALL ST,,LOT 8 PARKSIDE,0
470047200,505300,50445282,607,DAVIS AVE,,LOT 2 BK B SEC 2 MAPLE HILL,0
450016130,315500,50445283,123,BIRDWOOD CT,,LOT 13 BIRDWOOD COURT,0
450016600,324300,50445284,137,BIRDWOOD CT,,LOT 6 BIRDWOOD COURT,0
470048900,684900,50445285,926,MARSHALL ST,,LOT 9 PARKSIDE,0
450017000,254200,50445286,100,EDGE HILL RD,,LOT A BK D COLONIAL HEIGHTS,13939.2
450016120,316900,50445287,125,BIRDWOOD CT,,LOT 12 BIRDWOOD COURT,0
470012000,941400,50445288,1007,PARK ST,,LOT 2,0
450016700,318100,50445289,135,BIRDWOOD CT,,LOT 7 BIRDWOOD COURT,0
450022000,379000,50445290,201,HILLCREST RD,,LOT 9 BK C COLONIAL HEIGHTS,0
450016110,327800,50445291,127,BIRDWOOD CT,,LOT 11 BIRDWOOD COURT,0
470017000,2785900,50445292,828,MCINTIRE RD,,LOT 2,67256.64
470048101,622600,50445293,924,MARSHALL ST,,LOT 10 & PARCEL Y PARKSIDE,0
450019000,646300,50445294,202,HILLCREST RD,,PT LOT 8 BK D COLONIAL HEIGHTS,0
450016101,322800,50445295,129,BIRDWOOD CT,,LOT 10A BIRDWOOD COURT,0
450016800,337600,50445296,133,BIRDWOOD CT,,LOT 8A BIRDWOOD COURT,0
470047300,445800,50445297,609,DAVIS AVE,,LOT 3 BK B SEC 2 MAPLE HILL,0
470048600,690200,50445298,925,MARSHALL ST,,LOT 6 PARKSIDE,0
450016900,320800,50445299,131,BIRDWOOD CT,,LOT 9A BIRDWOOD COURT,0
450017400,363900,50445300,0,EDGE HILL RD,,LOT B & STR BK D COLONIAL HGTS,19950.48
470045200,407600,50445301,1012,PARK ST,,LOT 2,0
470013000,399200,50445302,1005,PARK ST,,LOT 3,0
450021000,437400,50445303,203,HILLCREST RD,,LOT 10 BK C COLONIAL HEIGHTS,0
450019100,339300,50445304,206,HILLCREST RD,,LOT 9 & STR BK D COLONIAL HGTS,0
470047400,547300,50445305,613,DAVIS AVE,,LOT 1 BK C SEC 2 MAPLE HILL,0
470014000,780900,50445306,1003,PARK ST,,LOT 4,0
470045300,408800,50445307,604,DAVIS AVE,,LOT 3,0
470048500,701200,50445308,923,MARSHALL ST,,LOT 5 PARKSIDE,0
470045100,469900,50445309,1010,PARK ST,,LOT 1,0
470047500,484500,50445310,617,DAVIS AVE,,LOT 2 BK C SEC 2 MAPLE HILL,0
450020000,95000,50445311,0,HILLCREST RD,,LOT 11 BK C COLONIAL HEIGHTS,0
470048400,844500,50445312,921,MARSHALL ST,,"LOT 4,PARCEL X PARKSIDE",0
470048300,545300,50445313,919,MARSHALL ST,,"LOT 3,PARCEL Y PARKSIDE",0
470047600,457500,50445314,621,DAVIS AVE,,LOT 3 BK C SEC 2 MAPLE HILL,0
470045400,514000,50445315,608,DAVIS AVE,,LOT 4,0
470016300,388400,50445316,513,250 BYPASS,,LOT 5,0
470018100,1155600,50445317,501,PARK HILL,,LOT A,0
470048200,745100,50445318,917,MARSHALL ST,,LOT 2 PARKSIDE,0
470047700,445600,50445319,625,DAVIS AVE,,LOT 4 BK C SEC 2 MAPLE HILL,0
470044000,440800,50445320,1006,PARK ST,,PT LOTS 1 & 2 PARK PLACE,0
470045500,552400,50445321,612,DAVIS AVE,,LOT 5 MAPLE HILL,0
470016200,295800,50445322,517,250 BYPASS,,LOT 4,0
470047800,504200,50445323,627,DAVIS AVE,,LOT 5 BK C SEC 2 MAPLE HILL,0
470019000,842100,50445324,502,PARK HILL,,LOT 1,0
470043100,515300,50445325,1002,PARK ST,,LOT A PARK PLACE,0
470045600,369800,50445326,616,DAVIS AVE,,LOT 6 BK A SEC 2 MAPLE HILL,0
470015000,343700,50445327,1001,PARK ST,,LOT 1,0
470043000,1432500,50445328,603,WATSON AVE,,LOT 3 PARK PLACE,0
470047900,576000,50445329,631,DAVIS AVE,,LOT 6 BK C SEC 2 MAPLE HILL,0
470036000,755100,50445330,620,DAVIS AVE,,LOT 7 & 7A MAPLE HILL,0
470043200,447300,50445331,1000,PARK ST,,LOT B PARK PLACE,0
470016000,309200,50445332,907,PARK ST,,LOT 2,0
470048100,165000,50445333,915,MARSHALL ST,,LOT 1 PARKSIDE,0
470020100,537800,50445334,505,PARK HILL,,"LOT C, PARCELS  W & Z",0
470042000,768300,50445335,605,WATSON AVE,,LOT A PARK PLACE,0
470035000,607000,50445336,624,DAVIS AVE,,LOT MAPLE HILL,0
470047101,472000,50445337,635,DAVIS AVE,,LOT 7 BK C SEC 2 MAPLE HILL,0
470016100,348200,50445338,901,PARK ST,,LOT 3,0
470041000,512500,50445339,607,WATSON AVE,,LOT B PARK PLACE,0
470045700,367900,50445340,628,DAVIS AVE,,LOT 9A BK A MAPLE HILL,0
470040000,490000,50445341,609,WATSON AVE,,LOT 7 & PT 6 PARK PLACE,0
470023000,326700,50445342,600,WATSON AVE,,LOT 26 & PT 25 PARK PLACE,0
470045800,437200,50445343,632,DAVIS AVE,,LOT 10 BK A SEC 2 MAPLE HILL,0
470039000,624000,50445344,611,WATSON AVE,,LOT 8 & PT 9 PARK PLACE,0
470024000,329700,50445345,605,250 BYPASS,,LOT A PARK PLACE,0
470045900,427800,50445346,636,DAVIS AVE,,LOT 11 BK A SEC 2 MAPLE HILL,0
470024100,361800,50445347,602,WATSON AVE,,LOTS B & C PARK PLACE,0
470039100,14000,50445348,0,WATSON AVE,,PARCEL X,0
470022000,633100,50445349,809,PARK ST,,"LOT B, PARCELS  X & Y",0
470034000,357100,50445350,621,WATSON AVE,,LOT 10 & PT 9 & 11 PARK PLACE,0
470025000,558000,50445351,604,WATSON AVE,,LOT 3 & PT 2 & 4 PARK PLACE,0
470018000,682900,50445352,503,PARK HILL,,LOT B,0
470033000,458800,50445353,623,WATSON AVE,,LOT 12 & PT 11 PARK PLACE,0
470020000,1838400,50445354,801,PARK ST,,LOT D,0
470045101,431300,50445355,907,MARSHALL ST,,LOT 12 BK A SEC 2 MAPLE HILL,0
470026000,911900,50445356,606,WATSON AVE,,"LOTS 5,6,PT 4,8-10 ACREAGE",0
470021000,590000,50445357,807,PARK ST,,LOT A,0
470045110,416900,50445358,905,MARSHALL ST,,LOT 13 BK A SEC 2 MAPLE HILL,0
470027000,431200,50445359,608,WATSON AVE,,LOT 7 PARK PLACE,0
470045140,428100,50445360,625,WATSON AVE,,LOT 16 MAPLE HILL,0
470028000,491900,50445361,620,WATSON AVE,,LOT 8 & PT 9,0
470045130,407700,50445362,627,WATSON AVE,,LOT 15 BK A SEC 2 MAPLE HILL,0
470030000,494700,50445363,622,WATSON AVE,,PT LOTS 9 & 10 PARK PLACE,0
470045120,437800,50445364,629,WATSON AVE,,LOT 14 BK A SEC 2 MAPLE HILL,0
470031000,515600,50445365,624,WATSON AVE,,PT LOTS 10 & 11 PARK PLACE,0
470032000,486400,50445366,626,WATSON AVE,,LOT 12 PARK PLACE,0
480124000,61200,50445367,0,MARTIN ST,,LOTS 10 & 11 MONTICELLO HEIGHT,3833.28
480123000,61200,50445368,0,ST CLAIR AVE,,LOTS 18 & 19 MONTICELLO HEIGHT,3833.28
470050000,1128400,50445369,1112,PARK ST,,LOT A & PAR Y,0
470005000,885500,50445370,1115,PARK ST,,LOT & PARCEL A,0
48B001000,29315800,50445371,1300-1400,PEN PARK RD,,PARCELS A & B PEN PARK,13795452
48A038000,481000,50445372,1218,HOLMES AVE,,LOT 15 BK A SEC 3 WOODHAYVEN,0
48A037000,507700,50445373,1216,HOLMES AVE,,LOT 14 BK A SEC 3 WOODHAYVEN,0
48A036000,386200,50445374,1214,HOLMES AVE,,LOT 13 BK A SEC 3 WOODHAYVEN,0
48A001000,382200,50445375,1215,HOLMES AVE,,LOT 32 BK B SEC 3 WOODHAYVEN,0
48A002000,383700,50445376,1213,HOLMES AVE,,LOT 33 BK B SEC 3 WOODHAYVEN,0
48A035000,391000,50445377,1212,HOLMES AVE,,LOT 12 BK A SEC 3 WOODHAYVEN,0
48A003000,319200,50445378,1211,HOLMES AVE,,LOT 34 BK B SEC 3 WOODHAYVEN,0
48A034000,384300,50445379,1210,HOLMES AVE,,LOT 11 BK A SEC 3 WOODHAYVEN,0
48A004000,334200,50445380,1209,HOLMES AVE,,LOT 35 BK B SEC 3 WOODHAYVEN,0
48A033000,385200,50445381,1208,HOLMES AVE,,LOT 10 BK A SEC 3 WOODHAYVEN,0
48A005000,279800,50445382,1207,HOLMES AVE,,LOT 36 BK B SEC 3 WOODHAYVEN,0
48A006000,342700,50445383,1205,HOLMES AVE,,LOT 37 BK B SEC 3 WOODHAYVEN,0
48A032000,379200,50445384,1206,HOLMES AVE,,LOT 9 BK A SEC 3 WOODHAYVEN,0
48A009000,411900,50445385,703,ELIZABETH AVE,,LOT 3 BK B SEC 1 WOODHAYVEN,0
48A008000,353600,50445386,705,ELIZABETH AVE,,LOT 2 BK B SEC 1 WOODHAYVEN,0
48A031000,382200,50445387,1204,HOLMES AVE,,LOT 8 BK A SEC 3 WOODHAYVEN,0
48A007000,295600,50445388,707,ELIZABETH AVE,,LOT 1 BK B SEC 1 WOODHAYVEN,0
48A030000,341400,50445389,1202,HOLMES AVE,,LOT 7 BK A SEC 3 WOODHAYVEN,0
