ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
040304310,194500,50438607,1215,WERTLAND ST,C-14,UNIT C-14 THE CORNER VILLAGE,0
040304320,212200,50438608,1215,WERTLAND ST,C-21,UNIT C-21 THE CORNER VILLAGE,0
040304330,206700,50438609,1215,WERTLAND ST,C-22,UNIT C-22 THE CORNER VILLAGE,0
040304340,213400,50438610,1215,WERTLAND ST,C-23,UNIT C-23 THE CORNER VILLAGE,0
040304350,215300,50438611,1215,WERTLAND ST,C-24,UNIT C-24 THE CORNER VILLAGE,0
040304360,205100,50438612,1215,WERTLAND ST,C-31,UNIT C-31 THE CORNER VILLAGE,0
040304370,206700,50438613,1215,WERTLAND ST,C-32,UNIT C-32 THE CORNER VILLAGE,0
040304380,213400,50438614,1215,WERTLAND ST,C-33,UNIT C-33 THE CORNER VILLAGE,0
040304390,215300,50438615,1215,WERTLAND ST,C-34,UNIT C-34 THE CORNER VILLAGE,0
040304401,205100,50438616,1215,WERTLAND ST,C-41,UNIT C-41 THE CORNER VILLAGE,0
040304400,204400,50438617,1215,WERTLAND ST,A-22,UNIT A-22 THE CORNER VILLAGE,0
040304410,206700,50438618,1215,WERTLAND ST,C-42,UNIT C-42 THE CORNER VILLAGE,0
040304420,213400,50438619,1215,WERTLAND ST,C-43,UNIT C-43 THE CORNER VILLAGE,0
040304430,215300,50438620,1215,WERTLAND ST,C-44,UNIT C-44 THE CORNER VILLAGE,0
040304500,209800,50438621,1215,WERTLAND ST,A-23,UNIT A-23 THE CORNER VILLAGE,0
040304600,209800,50438622,1215,WERTLAND ST,A-24,UNIT A-24 THE CORNER VILLAGE,0
040304700,201500,50438623,1215,WERTLAND ST,A-31,UNIT A-31 THE CORNER VILLAGE,0
040304800,200800,50438624,1215,WERTLAND ST,A-32,UNIT A-32 THE CORNER VILLAGE,0
040304900,207400,50438625,1215,WERTLAND ST,A-33,UNIT A-33 THE CORNER VILLAGE,0
040238000,150800,50438626,1060,PAGE ST,,LOT 2 JEFFRIES LOTS,4791.6
040222000,235000,50438627,311,10TH ST NW,,LOT 4 JEFFRIES LOTS,5227.2
040188000,509400,50438628,1005-19,PAGE ST,,PT LOT 24 JEFFRIES LOTS,6316.2
040237000,202700,50438629,1058,PAGE ST,,LOT 3 JEFFRIES LOTS,5096.52
040236000,187800,50438630,1056,PAGE ST,,LOT 4,4617.36
040223000,205600,50438631,305,10TH ST NW,,LOT 5 JEFFRIES LOTS,5227.2
040235000,227200,50438632,1010,PAGE ST,,LOT 5,7143.84
040224000,156500,50438633,1003,PAGE ST,,PT LOT 12 JEFFRIES LOTS,2308.68
040234000,211800,50438634,1020,PAGE ST,,LOT 6 JEFFRIES LOTS,4878.72
040225000,403400,50438635,1001,PAGE ST,,LOT  JEFFRIES LOTS,2613.6
040231000,525600,50438636,1002,PAGE ST,,LOT JEFFRIES LOTS,6098.4
040297000,736800,50438637,214,14TH ST NW,,LOT 10 MCKENNIE'S,0
040315000,971800,50438638,1009,WERTLAND ST,,LOT 4 & PARCEL X,0
040230000,253400,50438639,229,10TH ST NW,,LOT,3876.84
040316000,723900,50438640,1005,WERTLAND ST,,LOT 5,0
040299000,736800,50438641,206,14TH ST NW,,LOT 12 MCKENNIE'S,0
040320000,406800,50438642,225,10TH ST NW,,LOT,3920.4
040300000,940900,50438643,200,14TH ST NW,,PT LOT 13 MCKENNIE'S,4704.48
040319000,406100,50438644,223,10TH ST NW,,LOT,2178
040318000,424500,50438645,221,10TH ST NW,,LOT,2613.6
040317000,562400,50438646,1001,WERTLAND ST,,PT LOT 6,0
080023000,765000,50438647,115,ROTHERY RD,,LOT 4A,21780
130001000,1120300,50438648,301,KENT RD,,LOT 9 MERRYDEN,16857.72
080020000,744700,50438649,1926,IVY RD,,LOT 1 MOREA,11020.68
080022000,739700,50438650,105,ROTHERY RD,,LOT 3,23130.36
130002000,1005300,50438651,305,KENT RD,,LOT 8 MERRYDEN,15986.52
090003000,1360400,50438652,480,RUGBY RD,,LOTS 4 & 5 BK 1 PRESTON HEIGHT,20995.92
080024000,1222700,50438653,102,CRESAP RD,,PT LOT,21431.52
090002000,2820900,50438654,1704,GORDON AVE,,LOT 3 & PT 1&2  BK 1PRESTON HG,0
130003000,993300,50438655,309,KENT RD,,LOT 7 MERRYDEN,16422.12
130015000,1119100,50438656,2110,MINOR RD,,LOT 15 MERRYDEN,17380.44
090001000,885000,50438657,1702,GORDON AVE,,PT LOTS 1 & 2 BK 1 PRESTON HGT,0
130004000,1871400,50438658,313,KENT RD,,LOT 6 MERRYDEN,16857.72
130014000,1021300,50438659,308,KENT RD,,LOT 14 MERRYDEN,16247.88
130016000,690200,50438660,303,ALDERMAN RD,,LOT 16 MERRYDEN,13677.84
080030000,1207500,50438661,120,ROTHERY RD,,LOT C & LOTS,40859.28
090012000,1788500,50438662,1618,GORDON AVE,,"LOTS 8,9,10 & PT 11 BK 2",25221.24
080026000,1269100,50438663,108,CRESAP RD,,PT OF 2 LOTS & STRIP,21257.28
130017000,755800,50438664,307,ALDERMAN RD,,LOT 17 MERRYDEN,15463.8
130013000,902800,50438665,310,KENT RD,,LOT 13 MERRYDEN,16727.04
090013000,1301700,50438666,1602,GORDON AVE,,"LOTS 1,2 & 3 BK 2 PRESTON HGTS",10280.16
130005000,1014400,50438667,317,KENT RD,,LOT 5 MERRYDEN,22738.32
130025000,719800,50438668,304,ALDERMAN RD,,LOT 35 MERRYDEN,13852.08
130018000,822600,50438669,309,ALDERMAN RD,,LOT 18 MERRYDEN,15899.4
130012000,1325000,50438670,314,KENT RD,,LOT 12 MERRYDEN,17293.32
090015000,4914000,50438671,1500,GORDON AVE,,PT LOT 3,45433.08
090011000,1410400,50438672,426,17TH ST NW,,LOT 1,435600
130024000,787600,50438673,306,ALDERMAN RD,,LOT 34 MERRYDEN,15115.32
080062000,1169600,50438674,214,CAMERON LN,,LOT,14766.84
130026000,554200,50438675,2028,MINOR RD,,LOT 12 UNIVERSITY PARKWAY,7710.12
130019000,1128700,50438676,315,ALDERMAN RD,,LOT 19 MERRYDEN,16378.56
130027000,612700,50438677,2026,MINOR RD,,LOT 13 UNIVERSITY PARKWAY,6751.8
130006000,1141100,50438678,325,KENT RD,,LOT 4 MERRYDEN,17380.44
080061000,766100,50438679,208,CAMERON LN,,LOT 3,11456.28
090008000,4842700,50438680,418-422,17TH ST NW,,"LOTS 2,3,4& ALLEY  PRESTON HGT",0
080040000,4784100,50438681,214,SPRIGG LN,,"LOT B,2 AC & .34 AC MOREA",104631.12
130023000,950100,50438682,308,ALDERMAN RD,,LOT 33 MERRYDEN,15246
130028000,865400,50438683,2024,MINOR RD,,LOT 14 UNIVERSITY PARKWAY,7187.4
130011000,1811700,50438684,316,KENT RD,,LOT 11 MERRYDEN,14331.24
130045000,718400,50438685,108,LEWIS MOUNTAIN CIR,,LOT 3 TOWLES ADDITION,15638.04
130029000,808700,50438686,2020,MINOR RD,,PT LOT 15 UNIVERSITY PARKWAY,9016.92
130020000,780500,50438687,319,ALDERMAN RD,,LOT 20 MERRYDEN,14069.88
090031000,471900,50438688,1416,GORDON AVE,,LOT 1 BK 4 PRESTON HEIGHTS,4660.92
130030000,701600,50438689,2016,MINOR RD,,LOT 16 & PT 15 UNVIERSITY PK,8929.8
080060000,1587900,50438690,132,CAMERON LN,,LOT B & PARCEL Y IVY TERRACE,17598.24
130007000,1063200,50438691,323,KENT RD,,LOT 3 MERRYDEN,16639.92
090032000,402200,50438692,1414,GORDON AVE,,LOT 2 PRESTON HEIGHTS,41817.6
130031000,784400,50438693,2014,MINOR RD,,LOT 17 UNIVERSITY PARKWAY,12632.4
130046000,591300,50438694,100,LEWIS MOUNTAIN CIR,,LOT 2 TOWLES ADDITION,13721.4
090033000,409000,50438695,1410,GORDON AVE,,LOT 3 PRESTON HEIGHTS,4181.76
090152000,1664500,50438696,180,RUGBY RD,,"PT LOTS 1,2 & 3",0
130022000,811400,50438697,312,ALDERMAN RD,,LOT 32 MERRYDEN,15115.32
130032000,1015600,50438698,2012,MINOR RD,,LOT 18 UNIVERSITY PARKWAY,16596.36
090034000,857100,50438699,485,14TH ST NW,,LOT 1 & PT 2 BK 4 PRESTON HGTS,9888.12
130033000,710200,50438700,109,MINOR RD,,REVISED LOT 19  UNIVERSITY PK,8668.44
130034000,812400,50438701,103,MINOR RD,,PT LOTS 20&21 UNIVERSITY PARK,5880.6
130035000,771600,50438702,2001,MINOR RD,,LOT 22 & PT 21 UNIV PARKWAY,10236.6
130045100,912700,50438703,112,LEWIS MOUNTAIN CIR,,LOT B TOWLES ADDITION,7230.96
090006000,671000,50438704,1541,VIRGINIA AVE,,LOT 6,0
130010000,1049200,50438705,321,ALDERMAN RD,,LOT 10 MERRYDEN,15289.56
090030000,559900,50438706,432,15TH ST NW,,LOT 10 BK 4 PRESTON HEIGHTS,6490.44
080059000,675500,50438707,200,CAMERON LN,,LOT A & PARCEL X,15202.44
090151000,513100,50438708,211,CHANCELLOR ST,,LOT 3,0
090007000,900800,50438709,1537,VIRGINIA AVE,,LOT 7 & STRIP,0
130021000,866700,50438710,316,ALDERMAN RD,,LOT 31 MERRYDEN,19471.32
090153000,1939900,50438711,170,RUGBY RD,,LOT,14418.36
090035000,560100,50438712,465,14TH ST NW,,LOT 3 & PT 2 BK 4 PRESTON HGTS,9365.4
130042000,499200,50438713,1961,LEWIS MOUNTAIN RD,,LOTS B & C TOWLES ADDITION,15681.6
090029000,688800,50438714,428,15TH ST NW,,LOT 11 BK 4 PRESTON HEIGHTS,6490.44
090017000,1128300,50438715,1533,VIRGINIA AVE,,LOT 8,0
130045200,722700,50438716,114,LEWIS MOUNTAIN CIR,,LOT A TOWLES ADDITION,13721.4
090150000,321100,50438717,209,CHANCELLOR ST,,LOT 2,3789.72
130047000,776700,50438718,104,LEWIS MOUNTAIN CIR,,PT LOT A TOWLES ADDITION,5967.72
130049000,867400,50438719,2007,LEWIS MOUNTAIN RD,,LOT B TOWLES ADDITION,25090.56
080041000,700200,50438720,212,SPRIGG LN,,LOT 1,18730.8
080058000,971100,50438721,206,CAMERON LN,,LOT 2 TOWLES ADDITION,8624.88
130036000,947400,50438722,207,CAMERON LN,,PARCELS B & C TOWLES ADDITION,8712
130009000,5744200,50438723,98,MIDMONT LN,,LOT 1&2 MERRYDEN,20255.4
090149000,612000,50438724,175,MADISON LN,,LOT 1,4443.12
090028000,850600,50438725,422,15TH ST NW,,LOT 12 BK 4 PRESTON HEIGHTS,6490.44
130040000,719500,50438726,1959,LEWIS MOUNTAIN RD,A&B,"PT LOTS 44,45 & TRIANGLE",10018.8
090036000,881800,50438727,463,14TH ST NW,,LOT 4 BK 4 PRESTON HEIGHTS,0
090018000,1928200,50438728,1521,VIRGINIA AVE,,PT LOT 2,0
130038100,9400,50438729,0,MINOR RD,,STRIP WALP PROPERTY,1176.12
090154000,1373700,50438730,164,RUGBY RD,,LOT,16770.6
130038000,1606900,50438731,1951,LEWIS MOUNTAIN RD,,PT LOTS 46 & 47 TOWLES ADD,11151.36
130039000,883500,50438732,1953,LEWIS MOUNTAIN RD,,PT LOTS 45 & 46 TOWLES ADD,14810.4
090019000,679200,50438733,1515,VIRGINIA AVE,,LOT,10410.84
080055000,538800,50438734,1937,LEWIS MOUNTAIN RD,,PT LOT 18 TOWLES ADDITION,10280.16
090027000,447400,50438735,420,15TH ST NW,,LOT 1 & PT 2 PRESTON HEIGHTS,6272.64
080056000,803800,50438736,1941,LEWIS MOUNTAIN RD,,LOT 18 & PT 22 TOWLES ADDITION,12588.84
130043000,742400,50438737,1963,LEWIS MOUNTAIN RD,,LOT A TOWLES ADDITION,10628.64
090148000,924600,50438738,171,MADISON LN,,LOT,9975.24
090020000,1972000,50438739,1513,VIRGINIA AVE,,LOT,0
130044000,703500,50438740,1965,LEWIS MOUNTAIN RD,,LOT 42 & PT 41 TOWLES ADDITION,11151.36
090037000,431200,50438741,447,14TH ST NW,,LOT 5 BK 4 PRESTON HEIGHTS,6229.08
080054000,1163100,50438742,1935,LEWIS MOUNTAIN RD,,PT LOTS 14&18&PARCEL X TOWLES,17903.16
080057000,1147900,50438743,1943,LEWIS MOUNTAIN RD,,LOT 1 TOWLES ADDITION,16901.28
130048000,847500,50438744,2003,LEWIS MOUNTAIN RD,,PT LOT A TOWLES ADDITION,10890
130037000,844900,50438745,1949,LEWIS MOUNTAIN RD,,PARCEL A TOWLES ADDITION,8363.52
080053000,963200,50438746,1933,LEWIS MOUNTAIN RD,,PT LOTS 10&14 TOWLES ADDITION,11586.96
130050000,727200,50438747,2011,LEWIS MOUNTAIN RD,,LOT E TOWLES ADDITION,8712
090021000,794000,50438748,1505,VIRGINIA AVE,,LOT 1,10497.96
130050100,657400,50438749,2013-15,LEWIS MOUNTAIN RD,,LOT D TOWLES ADDITION,10759.32
090026000,453900,50438750,414,15TH ST NW,,PT LOT 2 PRESTON HEIGHTS,7143.84
080052000,1406900,50438751,1929,LEWIS MOUNTAIN RD,,PT LOT 10 TOWLES ADDITION,14984.64
090038000,533800,50438752,445,14TH ST NW,,LOT 6 BK 4 PRESTON HGTS,5924.16
090022000,572000,50438753,1503,VIRGINIA AVE,,LOT 2 & STRIP,10672.2
090126000,1178000,50438754,170,MADISON LN,,LOT 4 & PT 3,5793.48
090155000,388000,50438755,166,RUGBY RD,,LOT,9583.2
090146000,1004300,50438756,165,MADISON LN,,LOT,261360
080051000,964600,50438757,1927,LEWIS MOUNTAIN RD,,LOT 6 TOWLES ADDITION,12806.64
080050000,905200,50438758,1923,LEWIS MOUNTAIN RD,,LOT 5 & PT 4 TOWLES ADDITION,17990.28
130073000,12283300,50438759,401,ALDERMAN RD,,PT LOTS 34-37 TOWLES ADDITION,154986.48
090039000,661200,50438760,443,14TH ST NW,,LOT 7 & PT 6 BK 4 PRESTON HGTS,6577.56
090025000,421500,50438761,410,15TH ST NW,,LOT,7971.48
090122000,1495800,50438762,1530,VIRGINIA AVE,,LOTS 3 & 3A,0
080049000,797900,50438763,1921,LEWIS MOUNTAIN RD,,LOT 3 & PT 4 TOWLES ADDITION,17946.72
090145000,767700,50438764,159,MADISON LN,,LOT,0
090040100,642600,50438765,417,14TH ST NW,,LOT 48 TREVELYAN ADDITION,0
090144000,7964100,50438766,1827,UNIVERSITY AVE,,LOT,214445.88
130056200,656400,50438767,1960,LEWIS MOUNTAIN RD,,LOT B TOWLES ADDITION,7100.28
130057000,862400,50438768,1956-1958,LEWIS MOUNTAIN RD,,LOT A & PARCEL X TOWLES ADDITION,11238.48
130056100,743500,50438769,1962,LEWIS MOUNTAIN RD,,LOT CB TOWLES ADDITION,6751.8
130058000,710600,50438770,1954,LEWIS MOUNTAIN RD,,PT LOTS 48 & 49 TOWLES ADD,12196.8
080048000,1015900,50438771,1917,LEWIS MOUNTAIN RD,,LOT 2 & PT 1 TOWLES ADDITION,13982.76
090127000,841600,50438772,165,CHANCELLOR ST,,PT LOT 3,0
130056000,619600,50438773,1964,LEWIS MOUNTAIN RD,,PT LOT C TOWLES ADDITION,6229.08
090023000,785000,50438774,1411,VIRGINIA AVE,,PT LOTS 1 & 2 TREVELYAN ADD,7013.16
130059000,1289400,50438775,1948,LEWIS MOUNTAIN RD,,LOT 48 & PT 25 TOWLES ADD,13024.44
130055000,758300,50438776,2000,LEWIS MOUNTAIN RD,,LOT A TOWLES ADDITION,10105.92
130055100,538000,50438777,2002,LEWIS MOUNTAIN RD,,LOT B TOWLES ADDITION,6534
130060000,1066700,50438778,1946,LEWIS MOUNTAIN RD,,PT LOTS 21 & 25 TOWLES ADD,14679.72
130054000,538800,50438779,2004-06,LEWIS MOUNTAIN RD,,PT LOT 52 TOWLES ADDITION,7840.8
090024000,866800,50438780,1409,VIRGINIA AVE,,PT LOTS 1 & 2 TREVELYAN ADD,7013.16
130054100,962300,50438781,2008,LEWIS MOUNTAIN RD,,PT LOT 52 TOWLES ADDITION,7971.48
090129000,1235200,50438782,158,MADISON LN,,LOT,0
130053000,642000,50438783,2010,LEWIS MOUNTAIN RD,,PT LOT 53 TOWLES ADDITION,8799.12
130061000,1231300,50438784,1942,LEWIS MOUNTAIN RD,,PT LOT 21 TOWLES ADDITION,11194.92
130051000,821700,50438785,2012,LEWIS MOUNTAIN RD,,LOT 1 TOWLES ADDITION,7056.72
130051100,1701600,50438786,2014,LEWIS MOUNTAIN RD,,LOT 2 TOWLES ADDITION,8407.08
090040000,550700,50438787,415,14TH ST NW,,LOT 47 TREVELYAN ADDITION,6838.92
090128000,911000,50438788,163,CHANCELLOR ST,,PT LOT 2,0
130062000,1079100,50438789,1938,LEWIS MOUNTAIN RD,,LOT 17 TOWLES ADDITION,15507.36
090118000,601100,50438790,1506,VIRGINIA AVE,,LOT,10890
090117000,384000,50438791,1500,VIRGINIA AVE,,LOT 1,5532.12
090130000,1163300,50438792,160,MADISON LN,,LOT 1,0
120012000,978300,50438793,1934,LEWIS MOUNTAIN RD,,PT LOT 13 TOWLES ADDITION,9583.2
090041000,573500,50438794,1407,VIRGINIA AVE,,PT LOT 46 TREVELYAN ADDITION,2962.08
130070000,775700,50438795,1955,THOMSON RD,,PT LOT 57 TOWLES ADDITION,11543.4
130071000,1563100,50438796,2001,THOMSON RD,,LOTS 55 & 56 TOWLES ADD,31581
120011000,613200,50438797,1932,LEWIS MOUNTAIN RD,,PT LOTS 13 & 9 TOWLES ADDITION,9583.2
090042000,501200,50438798,403,14TH ST NW,,PT LOT 46 TREVELYAN ADD,3876.84
130069000,878400,50438799,1953,THOMSON RD,,PT LOTS 57 & 58 TOWLES ADD,12458.16
130068000,1005700,50438800,1951,THOMSON RD,,PT LOTS 58 & 59 TOWLES ADD,11761.2
130067000,826500,50438801,1947,THOMSON RD,,PT LOT 59 TOWLES ADDITION,12022.56
120010000,848700,50438802,1928,LEWIS MOUNTAIN RD,,PT LOT 9 TOWLES ADDITION,9583.2
090044000,1119300,50438803,1,UNIVERSITY CT,,LOT 1 LA ROWE,0
130072100,807500,50438804,2025,THOMSON RD,,PT LOT 54 TOWLES ADDITION,9888.12
120009000,968700,50438805,1926,LEWIS MOUNTAIN RD,,PT LOTS 6 & 9 TOWLES ADDITION,9583.2
130072000,1279900,50438806,2043,THOMSON RD,,LOT B TOWLES ADDITION,12283.92
130066000,1227400,50438807,1945,THOMSON RD,,PT LOTS 24 & 59 TOWLES ADD,11630.52
090131000,1088300,50438808,133,CHANCELLOR ST,,SOCIETY LOT,0
090116000,366000,50438809,343,15TH ST NW,,LOT 2,5009.4
120008000,992300,50438810,1922,LEWIS MOUNTAIN RD,,PT LOT 6 TOWLES ADDITION,10105.92
130065000,1434900,50438811,1943,THOMSON RD,,PT LOTS 20 & 24 TOWLES ADD,11630.52
120007000,959400,50438812,1918-20,LEWIS MOUNTAIN RD,,LOT 3 TOWLES ADDITION,16465.68
090043000,697100,50438813,3,UNIVERSITY CT,,LOTS 2 & 3 LA ROWE,11107.8
130064000,720900,50438814,1941,THOMSON RD,,PT LOTS 16 & 20 TOWLES ADD,11935.44
090132000,1586800,50438815,150,MADISON LN,,LOT,348480
120006000,975500,50438816,1916,LEWIS MOUNTAIN RD,,LOT TOWLES ADDITION,11194.92
130063000,1294500,50438817,1939,THOMSON RD,,PT LOT 16 TOWLES ADDITION,13155.12
090045000,582000,50438818,8,UNIVERSITY CT,,LOT 8 & PT ALLEY LA ROWE,6185.52
120005000,879500,50438819,1912,LEWIS MOUNTAIN RD,,LOT B TOWLES ADDITION,9626.76
090046000,482000,50438820,7,UNIVERSITY CT,,LOT 7 LA ROWE,4268.88
090133000,285200,50438821,131,CHANCELLOR ST,,LOT,6534
120013000,1711800,50438822,1935,THOMSON RD,,PT LOT 12 TOWLES ADDITION,15986.52
090135000,1168300,50438823,138,MADISON LN,,LOT 2,0
130077000,1431400,50438824,1962,THOMSON RD,,LOT B TOWLES ADDITION,13198.68
130076000,777500,50438825,1966,THOMSON RD,,LOT A TOWLES ADDITION,14287.68
120004000,514100,50438826,1910,LEWIS MOUNTAIN RD,,LOT TOWLES ADDITION,7492.32
090047000,481800,50438827,6,UNIVERSITY CT,,LOT 6 LA ROWE,4268.88
130078000,2040400,50438828,1958,THOMSON RD,,"LOT 29,PT 28,30&A  TOWLES ADD",26223.12
130075000,1309100,50438829,2000,THOMSON RD,,"PT LOT 31, PAR Y  TOWLES ADD",22999.68
120014000,2323700,50438830,1931,THOMSON RD,,LOT 8 TOWLES ADDITION,15986.52
130074000,332600,50438831,2020,THOMSON RD,,LOT 32 TOWLES ADDITION,15028.2
090048000,488400,50438832,5,UNIVERSITY CT,,LOT 5 LA ROWE,3920.4
130073100,1102500,50438833,2040,THOMSON RD,,LOT A TOWLES ADDITION,28096.2
090049000,527200,50438834,4,UNIVERSITY CT,,LOT 4 LA ROWE,5270.76
090134000,1227900,50438835,129,CHANCELLOR ST,,LOT 3,0
130079000,1036400,50438836,1956,THOMSON RD,,PT LOT 28 TOWLES ADDITION,15855.84
090142000,1146900,50438837,136,MADISON LN,,LOT 4,0
120015000,1127300,50438838,1927,THOMSON RD,,LOT 5 TOWLES ADDITION,16465.68
130080000,696300,50438839,1948,THOMSON RD,,PT LOT 27 TOWLES ADDITION,15071.76
090051000,443300,50438840,336,15TH ST NW,,LOTS 6 & 7 TREVELYAN ADD,6011.28
120016000,864300,50438841,1919,THOMSON RD,,PT LOT 2 TOWLES ADDITION,14418.36
120035000,393800,50438842,1946,THOMSON RD,,LOT 27 TOWLES ADDITION,5227.2
090136000,1341200,50438843,127,CHANCELLOR ST,,LOT 5 & ADJ LOT,0
120034000,1624900,50438844,1946,THOMSON RD,,PT LOT 23 TOWLES ADDITION,15681.6
120002000,603300,50438845,0,EMMET ST S,,LOT TOWLES ADDITION,17859.6
120018000,1155500,50438846,1917,THOMSON RD,,LOT TOWLES ADDITION,13285.8
090107000,1052600,50438847,136,CHANCELLOR ST,,LOT,0
090138000,1460600,50438848,130,MADISON LN,,LOT 2,0
090050000,544100,50438849,333,14TH ST NW,,LOTS 36 & 37 TREVELYAN ADD,5967.72
120033000,927200,50438850,1942,THOMSON RD,,PT LOTS 19 & 23 TOWLES ADD,15420.24
090052000,709500,50438851,332,15TH ST NW,,"LOTS 8,9,10A TREVELYAN ADD",6882.48
120019000,614900,50438852,1915,THOMSON RD,,LOT  TOWLES ADDITION,9278.28
120032000,718500,50438853,1940,THOMSON RD,,PT LOT 19 TOWLES ADDITION,11282.04
120020000,645900,50438854,1913,THOMSON RD,,LOT TOWLES ADDITION,10977.12
090137000,597000,50438855,125,CHANCELLOR ST,,LOT,0
090053000,515500,50438856,327,14TH ST NW,,"LOTS 34,35 & PT 33 TREVELYAN",7927.92
120023000,4362700,50438857,1901,THOMSON RD,,LOT TOWLES ADDITION,43690.68
120031000,353200,50438858,1938,THOMSON RD,,PT LOT 15 TOWLES ADDITION,20081.16
090106000,1586200,50438859,132,CHANCELLOR ST,,LOT,0
090056000,789600,50438860,330,15TH ST NW,,LOT,0
090139000,1181400,50438861,128,MADISON LN,,PT LOT,0
120030000,956100,50438862,1934,THOMSON RD,,LOT 11 TOWLES ADDITION,20908.8
090054000,809200,50438863,323,14TH ST NW,,PT LOT 33 & LOT TREVELYAN ADD,0
120029000,1412000,50438864,1930,THOMSON RD,,PT LOT 7 TOWLES ADDITION,15420.24
090095000,743000,50438865,22,ELLIEWOOD AVE,,LOT 8,6926.04
090140000,1572500,50438866,123,CHANCELLOR ST,,LOT A,0
120028000,1295500,50438867,1924,THOMSON RD,,PT LOT 4 & PARCEL Y TOWLES,24785.64
090105000,3041500,50438868,128,CHANCELLOR ST,,LOT 1,10759.32
090143000,2504500,50438869,1709,UNIVERSITY AVE,,LOT B,14897.52
090058100,479800,50438870,328,15TH ST NW,,LOT 2,5140.08
120027000,1705400,50438871,1920,THOMSON RD,,LOT B & PARCEL X TOWLES ADD,23522.4
090141000,12295300,50438872,1701,UNIVERSITY AVE,,LOTS A-E,44387.64
120026000,1059600,50438873,1918,THOMSON RD,,LOT A TOWLES ADDITION,18077.4
090058000,508900,50438874,315,14TH ST NW,,LOT 1 FITCH PROPERTY,5837.04
090060000,1259400,50438875,326,15TH ST NW,,"LOT 16,17,18,19 PT 20&15",0
120025000,1194900,50438876,1916,THOMSON RD,,LOT TOWLES ADDITION,16988.4
090104000,1679700,50438877,120,CHANCELLOR ST,,LOT 2,9757.44
120024000,3348600,50438878,1914,THOMSON RD,,LAMBETH HOUSE,86640.84
090096000,1082300,50438879,20,ELLIEWOOD AVE,,LOT 7 & PT 6,7492.32
090059000,525300,50438880,313,14TH ST NW,,"LOTS 29,30 & PT 28 TREVELYAN",8407.08
090090000,638600,50438881,19,ELLIEWOOD AVE,,PT LOT 10,3179.88
090103000,1161200,50438882,118,CHANCELLOR ST,,LOT 3,9321.84
090061000,807400,50438883,303,14TH ST NW,,LOTS 25-27 & PT 28 TREVELYAN,0
090097000,1420700,50438884,16,ELLIEWOOD AVE,,"LOTS 4,5 & PT LOT 6",8407.08
090062000,994200,50438885,301,14TH ST NW,,LOTS 21-24 & PT 20 TREVELYAN,15115.32
090102000,3900200,50438886,1619,UNIVERSITY AVE,,LOT,25961.76
090089000,673300,50438887,17,ELLIEWOOD AVE,,PT LOT 10,3136.32
090093000,11465700,50438888,201-213,15TH ST NW,,LOTS,0
090099000,5302700,50438889,1607,UNIVERSITY AVE,,"LOTS 2,3 & PT 1",25351.92
090088000,829900,50438890,12,ELLIEWOOD AVE,,LOT 9,2526.48
090087000,646500,50438891,11,ELLIEWOOD AVE,,LOT 8,3223.44
090078100,4637400,50438892,1509-1511,UNIVERSITY AVE,,LOT A,28401.12
090086000,935900,50438893,9,ELLIEWOOD AVE,,LOT 7 & PARCEL W,4356
090085000,1502000,50438894,5-7,ELLIEWOOD AVE,,LOT 6 & PARCEL X & Y,6664.68
090083000,2638700,50438895,3,ELLIEWOOD AVE,,LOT 5 & PARCEL Z,13068
090100000,1763600,50438896,1601,UNIVERSITY AVE,,PT LOT 1,2570.04
090080000,3452400,50438897,1513-1515,UNIVERSITY AVE,,LOT,9844.56
090082000,2563300,50438898,1521-1527,UNIVERSITY AVE,,"PT LOTS 2,3 & 4",3920.4
090070100,1832700,50438899,207,14TH ST NW,,LOT 19 & PT 20 MCKENNIE'S,0
090081000,2934300,50438900,1517-1519,UNIVERSITY AVE,,LOTS 1 & 2,5140.08
090076000,5674700,50438901,1417-1419,UNIVERSITY AVE,,LOT,17990.28
090071000,2880500,50438902,205,14TH ST NW,,LOT 18 & PT 17 MCKENNIE'S,0
090072000,550900,50438903,190,15TH ST NW,,PT LOT 17 MCKENNIE'S,3049.2
090078000,2447800,50438904,1501-1505,UNIVERSITY AVE,,LOT B,5619.24
090073000,1024100,50438905,201,14TH ST NW,,LOT 16 MCKENNIE'S,0
090077000,1156100,50438906,1427-1431,UNIVERSITY AVE,,LOT 7,1873.08
090074000,2448500,50438907,101-111,14TH ST NW,,LOT 15 & PT 14,11282.04
090075000,3514200,50438908,1403-1415,UNIVERSITY AVE,,LOT,9626.76
100012000,2527900,50438909,1300,WERTLAND ST,,LOT 1,784080
100026000,1157200,50438910,1212,WERTLAND ST,,LOT  C,0
100023000,8682100,50438911,1252,WERTLAND ST,,LOTS,0
100027000,6927900,50438912,1200-06,WERTLAND ST,,LOTS,871200
100001000,11474500,50438913,104,14TH ST NW,,PARCELS B & C,27312.12
100029000,791500,50438914,1120,WERTLAND ST,,LOT,0
100004000,2170100,50438915,1397,W MAIN ST,,LOT,4791.6
100025000,2134600,50438916,1250,WERTLAND ST,,LOT,0
100032000,1061800,50438917,1110,WERTLAND ST,,LOT,261360
100033000,797100,50438918,1100,WERTLAND ST,,LOT,0
